alg median plus25 minus25
i 1.0 0.0548153261995169 0.22273041076976186
i-precompute 1.0951912898835627 0.07585023601492105 0.260010634374292
i-lut 1.9236387782204514 0.15966457322546884 0.1859772948930263
i-seq-fp 3.0309688219292736 0.6342265791858702 0.9767089319462401
i-seq 4.424251679902261 1.2134935884398996 0.7959328770502229
i-seq-simd 3.8781793842034804 0.6510357359827531 1.1206225168411261
