alg median plus25 minus25
b-sz 1.0 0.022151716181136448 0.01782520911450828
b-sz-cond 1.0140985140985141 0.02789749773340507 0.021119636774252527
b-sz-noeq 0.7546143130767893 0.008811826984278693 0.00792489565687678
b-sz-for 0.5676348275974983 0.006208128374130266 0.005037134099967991
b-sz-noeq-for 0.7468119937963122 0.009362497423519177 0.0069816561543080665
b-sz-pow 1.3901363271852445 0.062204977591769336 0.052394873598802384
b-sz-lin 2.489409061535148 0.20216282391012083 0.15577798500236084
