sz i-guard i-seq b-sz-lin
1000 1.0724448315911732 2.231722054380665 1.0
10000 1.6094136291600634 2.3961022107920633 1.0
100000 1.9725917817446954 1.7708610898508 1.0
1000000 2.122564893671273 0.9473856423008965 1.0
