alg median plus25 minus25
b-lr 1.0 0.010380846289210596 0.0087986955328458
b-lr-cond 1.2738247028338747 0.002672029771913196 0.002462458809410496
b-lr-over 1.3638585520521402 0.008168256256785715 0.006606677854753155
b-lr-noeq 1.0409902188161744 0.006683107518869558 0.006473166968538568
b-lr-for 1.3352231084285406 0.0012664327822990234 0.0014535194433205581
b-lr-noeq-for 2.6095803842264913 0.04991361200028769 0.036500703048668565
b-lr-lin 3.7399468663204924 0.16619978828715562 0.1120042051500406
